Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[cultivar]	Characteristics[age]	Unit[time unit]	Characteristics[developmental stage]	Characteristics[genotype]	Characteristics[organism part]	Material Type	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Protocol REF	Performer	Assay Name	Comment[technical replicate group]	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Comment[SPOT_LENGTH]	Comment[READ_INDEX_1_BASE_COORD]	Factor Value[cultivar]
P10	ERS2903448	SAMEA5092106	Hordeum vulgare subsp. vulgare	P0010 (04S213D-B-11 )	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P10	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HH2WCBBXX_P10_S559_L007	group 9	sequencing assay	ERX2907047	HH2WCBBXX_P10_S559_L007_R1_001.fastq.gz	HH2WCBBXX_P10_S559_L007_R1_001.fastq.gz	ERR2902363	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/003/ERR2902363/ERR2902363_1.fastq.gz	302	152	P0010 (04S213D-B-11 )
P10	ERS2903448	SAMEA5092106	Hordeum vulgare subsp. vulgare	P0010 (04S213D-B-11 )	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P10	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HH2WCBBXX_P10_S559_L007	group 9	sequencing assay	ERX2907047	HH2WCBBXX_P10_S559_L007_R2_001.fastq.gz	HH2WCBBXX_P10_S559_L007_R2_001.fastq.gz	ERR2902363	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/003/ERR2902363/ERR2902363_2.fastq.gz	302	152	P0010 (04S213D-B-11 )
P11	ERS2903449	SAMEA5092107	Hordeum vulgare subsp. vulgare	P0011 (04S213D-B-110)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P11	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HFVHJBBXX_P11_S268_L003	group 10	sequencing assay	ERX2907048	HFVHJBBXX_P11_S268_L003_R1_001.fastq.gz	HFVHJBBXX_P11_S268_L003_R1_001.fastq.gz	ERR2902364	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/004/ERR2902364/ERR2902364_1.fastq.gz	302	152	P0011 (04S213D-B-110)
P11	ERS2903449	SAMEA5092107	Hordeum vulgare subsp. vulgare	P0011 (04S213D-B-110)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P11	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HFVHJBBXX_P11_S268_L003	group 10	sequencing assay	ERX2907048	HFVHJBBXX_P11_S268_L003_R2_001.fastq.gz	HFVHJBBXX_P11_S268_L003_R2_001.fastq.gz	ERR2902364	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/004/ERR2902364/ERR2902364_2.fastq.gz	302	152	P0011 (04S213D-B-110)
P11	ERS2903449	SAMEA5092107	Hordeum vulgare subsp. vulgare	P0011 (04S213D-B-110)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P11	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HH2WCBBXX_P11_S563_L007	group 10	sequencing assay	ERX2907048	HH2WCBBXX_P11_S563_L007_R1_001.fastq.gz	HH2WCBBXX_P11_S563_L007_R1_001.fastq.gz	ERR2902365	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/005/ERR2902365/ERR2902365_1.fastq.gz	302	152	P0011 (04S213D-B-110)
P11	ERS2903449	SAMEA5092107	Hordeum vulgare subsp. vulgare	P0011 (04S213D-B-110)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P11	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HH2WCBBXX_P11_S563_L007	group 10	sequencing assay	ERX2907048	HH2WCBBXX_P11_S563_L007_R2_001.fastq.gz	HH2WCBBXX_P11_S563_L007_R2_001.fastq.gz	ERR2902365	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/005/ERR2902365/ERR2902365_2.fastq.gz	302	152	P0011 (04S213D-B-110)
P12	ERS2903450	SAMEA5092108	Hordeum vulgare subsp. vulgare	P0012 (04S213D-B-12)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P12	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HGLJKBBXX_P12_S382_L002	group 11	sequencing assay	ERX2907049	HGLJKBBXX_P12_S382_L002_R1_001.fastq.gz	HGLJKBBXX_P12_S382_L002_R1_001.fastq.gz	ERR2902366	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/006/ERR2902366/ERR2902366_1.fastq.gz	302	152	P0012 (04S213D-B-12)
P12	ERS2903450	SAMEA5092108	Hordeum vulgare subsp. vulgare	P0012 (04S213D-B-12)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P12	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HGLJKBBXX_P12_S382_L002	group 11	sequencing assay	ERX2907049	HGLJKBBXX_P12_S382_L002_R2_001.fastq.gz	HGLJKBBXX_P12_S382_L002_R2_001.fastq.gz	ERR2902366	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/006/ERR2902366/ERR2902366_2.fastq.gz	302	152	P0012 (04S213D-B-12)
P12	ERS2903450	SAMEA5092108	Hordeum vulgare subsp. vulgare	P0012 (04S213D-B-12)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P12	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HH2WCBBXX_P12_S535_L006	group 11	sequencing assay	ERX2907049	HH2WCBBXX_P12_S535_L006_R1_001.fastq.gz	HH2WCBBXX_P12_S535_L006_R1_001.fastq.gz	ERR2902367	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/007/ERR2902367/ERR2902367_1.fastq.gz	302	152	P0012 (04S213D-B-12)
P12	ERS2903450	SAMEA5092108	Hordeum vulgare subsp. vulgare	P0012 (04S213D-B-12)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P12	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HH2WCBBXX_P12_S535_L006	group 11	sequencing assay	ERX2907049	HH2WCBBXX_P12_S535_L006_R2_001.fastq.gz	HH2WCBBXX_P12_S535_L006_R2_001.fastq.gz	ERR2902367	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/007/ERR2902367/ERR2902367_2.fastq.gz	302	152	P0012 (04S213D-B-12)
P13	ERS2903451	SAMEA5092109	Hordeum vulgare subsp. vulgare	P0013 (04S213D-B-125)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P13	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HGLJKBBXX_P13_S186_L002	group 12	sequencing assay	ERX2907050	HGLJKBBXX_P13_S186_L002_R1_001.fastq.gz	HGLJKBBXX_P13_S186_L002_R1_001.fastq.gz	ERR2902368	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/008/ERR2902368/ERR2902368_1.fastq.gz	302	152	P0013 (04S213D-B-125)
P13	ERS2903451	SAMEA5092109	Hordeum vulgare subsp. vulgare	P0013 (04S213D-B-125)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P13	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HGLJKBBXX_P13_S186_L002	group 12	sequencing assay	ERX2907050	HGLJKBBXX_P13_S186_L002_R2_001.fastq.gz	HGLJKBBXX_P13_S186_L002_R2_001.fastq.gz	ERR2902368	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/008/ERR2902368/ERR2902368_2.fastq.gz	302	152	P0013 (04S213D-B-125)
P13	ERS2903451	SAMEA5092109	Hordeum vulgare subsp. vulgare	P0013 (04S213D-B-125)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P13	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HH2WCBBXX_P13_S339_L006	group 12	sequencing assay	ERX2907050	HH2WCBBXX_P13_S339_L006_R1_001.fastq.gz	HH2WCBBXX_P13_S339_L006_R1_001.fastq.gz	ERR2902369	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/009/ERR2902369/ERR2902369_1.fastq.gz	302	152	P0013 (04S213D-B-125)
P13	ERS2903451	SAMEA5092109	Hordeum vulgare subsp. vulgare	P0013 (04S213D-B-125)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P13	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HH2WCBBXX_P13_S339_L006	group 12	sequencing assay	ERX2907050	HH2WCBBXX_P13_S339_L006_R2_001.fastq.gz	HH2WCBBXX_P13_S339_L006_R2_001.fastq.gz	ERR2902369	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/009/ERR2902369/ERR2902369_2.fastq.gz	302	152	P0013 (04S213D-B-125)
P14	ERS2903452	SAMEA5092110	Hordeum vulgare subsp. vulgare	P0014 (04S213D-B-20)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P14	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HGLJKBBXX_P14_S390_L002	group 13	sequencing assay	ERX2907051	HGLJKBBXX_P14_S390_L002_R1_001.fastq.gz	HGLJKBBXX_P14_S390_L002_R1_001.fastq.gz	ERR2902370	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/000/ERR2902370/ERR2902370_1.fastq.gz	302	152	P0014 (04S213D-B-20)
P14	ERS2903452	SAMEA5092110	Hordeum vulgare subsp. vulgare	P0014 (04S213D-B-20)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P14	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HGLJKBBXX_P14_S390_L002	group 13	sequencing assay	ERX2907051	HGLJKBBXX_P14_S390_L002_R2_001.fastq.gz	HGLJKBBXX_P14_S390_L002_R2_001.fastq.gz	ERR2902370	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/000/ERR2902370/ERR2902370_2.fastq.gz	302	152	P0014 (04S213D-B-20)
P14	ERS2903452	SAMEA5092110	Hordeum vulgare subsp. vulgare	P0014 (04S213D-B-20)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P14	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HH2WCBBXX_P14_S543_L006	group 13	sequencing assay	ERX2907051	HH2WCBBXX_P14_S543_L006_R1_001.fastq.gz	HH2WCBBXX_P14_S543_L006_R1_001.fastq.gz	ERR2902371	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/001/ERR2902371/ERR2902371_1.fastq.gz	302	152	P0014 (04S213D-B-20)
P14	ERS2903452	SAMEA5092110	Hordeum vulgare subsp. vulgare	P0014 (04S213D-B-20)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P14	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HH2WCBBXX_P14_S543_L006	group 13	sequencing assay	ERX2907051	HH2WCBBXX_P14_S543_L006_R2_001.fastq.gz	HH2WCBBXX_P14_S543_L006_R2_001.fastq.gz	ERR2902371	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/001/ERR2902371/ERR2902371_2.fastq.gz	302	152	P0014 (04S213D-B-20)
P15	ERS2903453	SAMEA5092111	Hordeum vulgare subsp. vulgare	P0015 (04S213D-B-27)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P15	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HGH2WBBXX_P15_S160_L004	group 14	sequencing assay	ERX2907052	HGH2WBBXX_P15_S160_L004_R1_001.fastq.gz	HGH2WBBXX_P15_S160_L004_R1_001.fastq.gz	ERR2902372	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/002/ERR2902372/ERR2902372_1.fastq.gz	302	152	P0015 (04S213D-B-27)
P15	ERS2903453	SAMEA5092111	Hordeum vulgare subsp. vulgare	P0015 (04S213D-B-27)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P15	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HGH2WBBXX_P15_S160_L004	group 14	sequencing assay	ERX2907052	HGH2WBBXX_P15_S160_L004_R2_001.fastq.gz	HGH2WBBXX_P15_S160_L004_R2_001.fastq.gz	ERR2902372	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/002/ERR2902372/ERR2902372_2.fastq.gz	302	152	P0015 (04S213D-B-27)
P15	ERS2903453	SAMEA5092111	Hordeum vulgare subsp. vulgare	P0015 (04S213D-B-27)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P15	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HGL5VBBXX_P15_S634_L002	group 14	sequencing assay	ERX2907052	HGL5VBBXX_P15_S634_L002_R1_001.fastq.gz	HGL5VBBXX_P15_S634_L002_R1_001.fastq.gz	ERR2902373	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/003/ERR2902373/ERR2902373_1.fastq.gz	302	152	P0015 (04S213D-B-27)
P15	ERS2903453	SAMEA5092111	Hordeum vulgare subsp. vulgare	P0015 (04S213D-B-27)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P15	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HGL5VBBXX_P15_S634_L002	group 14	sequencing assay	ERX2907052	HGL5VBBXX_P15_S634_L002_R2_001.fastq.gz	HGL5VBBXX_P15_S634_L002_R2_001.fastq.gz	ERR2902373	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/003/ERR2902373/ERR2902373_2.fastq.gz	302	152	P0015 (04S213D-B-27)
P16	ERS2903454	SAMEA5092112	Hordeum vulgare subsp. vulgare	P0016 (04S213D-B-57)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P16	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HGH2WBBXX_P16_S168_L004	group 15	sequencing assay	ERX2907053	HGH2WBBXX_P16_S168_L004_R1_001.fastq.gz	HGH2WBBXX_P16_S168_L004_R1_001.fastq.gz	ERR2902374	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/004/ERR2902374/ERR2902374_1.fastq.gz	302	152	P0016 (04S213D-B-57)
P16	ERS2903454	SAMEA5092112	Hordeum vulgare subsp. vulgare	P0016 (04S213D-B-57)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P16	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HGH2WBBXX_P16_S168_L004	group 15	sequencing assay	ERX2907053	HGH2WBBXX_P16_S168_L004_R2_001.fastq.gz	HGH2WBBXX_P16_S168_L004_R2_001.fastq.gz	ERR2902374	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/004/ERR2902374/ERR2902374_2.fastq.gz	302	152	P0016 (04S213D-B-57)
P16	ERS2903454	SAMEA5092112	Hordeum vulgare subsp. vulgare	P0016 (04S213D-B-57)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P16	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HGL5VBBXX_P16_S642_L002	group 15	sequencing assay	ERX2907053	HGL5VBBXX_P16_S642_L002_R1_001.fastq.gz	HGL5VBBXX_P16_S642_L002_R1_001.fastq.gz	ERR2902375	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/005/ERR2902375/ERR2902375_1.fastq.gz	302	152	P0016 (04S213D-B-57)
P16	ERS2903454	SAMEA5092112	Hordeum vulgare subsp. vulgare	P0016 (04S213D-B-57)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P16	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HGL5VBBXX_P16_S642_L002	group 15	sequencing assay	ERX2907053	HGL5VBBXX_P16_S642_L002_R2_001.fastq.gz	HGL5VBBXX_P16_S642_L002_R2_001.fastq.gz	ERR2902375	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/005/ERR2902375/ERR2902375_2.fastq.gz	302	152	P0016 (04S213D-B-57)
P17	ERS2903455	SAMEA5092113	Hordeum vulgare subsp. vulgare	P0017 (04S353D-84)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P17	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HFVHJBBXX_P17_S270_L003	group 16	sequencing assay	ERX2907054	HFVHJBBXX_P17_S270_L003_R1_001.fastq.gz	HFVHJBBXX_P17_S270_L003_R1_001.fastq.gz	ERR2902376	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/006/ERR2902376/ERR2902376_1.fastq.gz	302	152	P0017 (04S353D-84)
P17	ERS2903455	SAMEA5092113	Hordeum vulgare subsp. vulgare	P0017 (04S353D-84)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P17	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HFVHJBBXX_P17_S270_L003	group 16	sequencing assay	ERX2907054	HFVHJBBXX_P17_S270_L003_R2_001.fastq.gz	HFVHJBBXX_P17_S270_L003_R2_001.fastq.gz	ERR2902376	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/006/ERR2902376/ERR2902376_2.fastq.gz	302	152	P0017 (04S353D-84)
P17	ERS2903455	SAMEA5092113	Hordeum vulgare subsp. vulgare	P0017 (04S353D-84)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P17	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HH2WCBBXX_P17_S565_L007	group 16	sequencing assay	ERX2907054	HH2WCBBXX_P17_S565_L007_R1_001.fastq.gz	HH2WCBBXX_P17_S565_L007_R1_001.fastq.gz	ERR2902377	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/007/ERR2902377/ERR2902377_1.fastq.gz	302	152	P0017 (04S353D-84)
P17	ERS2903455	SAMEA5092113	Hordeum vulgare subsp. vulgare	P0017 (04S353D-84)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P17	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HH2WCBBXX_P17_S565_L007	group 16	sequencing assay	ERX2907054	HH2WCBBXX_P17_S565_L007_R2_001.fastq.gz	HH2WCBBXX_P17_S565_L007_R2_001.fastq.gz	ERR2902377	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/007/ERR2902377/ERR2902377_2.fastq.gz	302	152	P0017 (04S353D-84)
P18	ERS2903456	SAMEA5092114	Hordeum vulgare subsp. vulgare	P0018 (05054-039)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P18	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HGH2WBBXX_P18_S118_L004	group 17	sequencing assay	ERX2907055	HGH2WBBXX_P18_S118_L004_R1_001.fastq.gz	HGH2WBBXX_P18_S118_L004_R1_001.fastq.gz	ERR2902378	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/008/ERR2902378/ERR2902378_1.fastq.gz	302	152	P0018 (05054-039)
P18	ERS2903456	SAMEA5092114	Hordeum vulgare subsp. vulgare	P0018 (05054-039)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P18	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HGH2WBBXX_P18_S118_L004	group 17	sequencing assay	ERX2907055	HGH2WBBXX_P18_S118_L004_R2_001.fastq.gz	HGH2WBBXX_P18_S118_L004_R2_001.fastq.gz	ERR2902378	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/008/ERR2902378/ERR2902378_2.fastq.gz	302	152	P0018 (05054-039)
P18	ERS2903456	SAMEA5092114	Hordeum vulgare subsp. vulgare	P0018 (05054-039)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P18	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HGL5VBBXX_P18_S432_L002	group 17	sequencing assay	ERX2907055	HGL5VBBXX_P18_S432_L002_R1_001.fastq.gz	HGL5VBBXX_P18_S432_L002_R1_001.fastq.gz	ERR2902379	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/009/ERR2902379/ERR2902379_1.fastq.gz	302	152	P0018 (05054-039)
P18	ERS2903456	SAMEA5092114	Hordeum vulgare subsp. vulgare	P0018 (05054-039)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P18	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HGL5VBBXX_P18_S432_L002	group 17	sequencing assay	ERX2907055	HGL5VBBXX_P18_S432_L002_R2_001.fastq.gz	HGL5VBBXX_P18_S432_L002_R2_001.fastq.gz	ERR2902379	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/009/ERR2902379/ERR2902379_2.fastq.gz	302	152	P0018 (05054-039)
